!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Compound" TableName="Compound"							
!Compound	!Name	!Location	!Charge	!IsConstant	!SBOTerm	!InitialConcentration	!Identifiers:obo.chebi
_6483_1_g	ST3GAL2	g	0	False	252	0.0	
_6482_2_g	ST3GAL1	g	0	False	252	0.0	
_6487_4_g	ST3GAL3	g	0	False	252	0.0	
_6487_9_g	ST3GAL3	g	0	False	252	0.0	
_6487_11_g	ST3GAL3	g	0	False	252	0.0	
_6487_6_g	ST3GAL3	g	0	False	252	0.0	
_6487_7_g	ST3GAL3	g	0	False	252	0.0	
_6487_10_g	ST3GAL3	g	0	False	252	0.0	
_6487_5_g	ST3GAL3	g	0	False	252	0.0	
_6487_1_g	ST3GAL3	g	0	False	252	0.0	
_6487_2_g	ST3GAL3	g	0	False	252	0.0	
_6487_8_g	ST3GAL3	g	0	False	252	0.0	
_6487_3_g	ST3GAL3	g	0	False	252	0.0	
_10090_1_g	UST	g	0	False	252	0.0	
_3423_1_l	IDS	l	0	False	252	0.0	
_3423_2_l	IDS	l	0	False	252	0.0	
_9957_1_g	HS3ST1	g	0	False	252	0.0	
_9951_1_g	HS3ST4	g	0	False	252	0.0	
_222537_1_g	HS3ST5	g	0	False	252	0.0	
_9956_1_g	HS3ST2	g	0	False	252	0.0	
_113189_1_g	CHST14	g	0	False	252	0.0	
_50515_1_g	CHST11	g	0	False	252	0.0	
_166012_1_g	CHST13	g	0	False	252	0.0	
_55501_1_g	CHST12	g	0	False	252	0.0	
_411_2_l	ARSB	l	0	False	252	0.0	
_411_1_l	ARSB	l	0	False	252	0.0	
_23563_2_g	CHST5	g	0	False	252	0.0	
_9435_1_g	CHST2	g	0	False	252	0.0	
_23563_1_g	CHST5	g	0	False	252	0.0	
_10164_1_g	CHST4	g	0	False	252	0.0	
_4166_1_g	CHST6	g	0	False	252	0.0	
_8534_1_g	CHST1	g	0	False	252	0.0	
_9469_1_g	CHST3	g	0	False	252	0.0	
_56548_1_g	CHST7	g	0	False	252	0.0	
_266722_1_g	HS6ST3	g	0	False	252	0.0	
_9394_1_g	HS6ST1	g	0	False	252	0.0	
_90161_2_g	HS6ST2	g	0	False	252	0.0	
_90161_1_g	HS6ST2	g	0	False	252	0.0	
_2799_1_l	GNS	l	0	False	252	0.0	
_10157_1_m	AASS	m	0	False	252	0.0	
_118881_1_c	COMTD1	c	0	False	252	0.0	
_1757_1_m	SARDH	m	0	False	252	0.0	
_81537_1_r	SGPP1	r	0	False	252	0.0	
_6652_1_c	SORD	c	0	False	252	0.0	
_6342_1_c	SCP2	c	0	False	252	0.0	
_6342_1_x	SCP2	x	0	False	252	0.0	
_23382_1_c	AHCYL2	c	0	False	252	0.0	
_51540_1_c	SCLY	c	0	False	252	0.0	
_22929_1_c	SEPHS1	c	0	False	252	0.0	
_22928_1_c	SEPHS2	c	0	False	252	0.0	
_6561_1_c	SLC13A1	c	0	False	252	0.0	
_10993_1_c	SDS	c	0	False	252	0.0	
_9056_1_c	SLC7A7	c	0	False	252	0.0	
_6519_1_c_9056_1_c	SLC3A1:SLC7A7	c	0	False	297	0.0	
_10558_1_c_9517_1_c	SPTLC1:SPTLC2	c	0	False	297	0.0	
_2098_1_c	ESD	c	0	False	252	0.0	
_8879_1_r	SGPL1	r	0	False	252	0.0	
_56848_1_c	SPHK2	c	0	False	252	0.0	
_55512_1_l	SMPD3	l	0	False	252	0.0	
_55512_2_l	SMPD3	l	0	False	252	0.0	
_259230_1_c	SGMS1	c	0	False	252	0.0	
_115111_1_c	SLC26A7	c	0	False	252	0.0	
_115019_2_c	SLC26A9	c	0	False	252	0.0	
_115111_2_c	SLC26A7	c	0	False	252	0.0	
_116369_2_c	SLC26A8	c	0	False	252	0.0	
_284129_1_c	SLC26A11	c	0	False	252	0.0	
_116369_1_c	SLC26A8	c	0	False	252	0.0	
_115019_1_c	SLC26A9	c	0	False	252	0.0	
_26266_1_c	SLC13A4	c	0	False	252	0.0	
_6646_1_c	SOAT1	c	0	False	252	0.0	
_6646_1_r	SOAT1	r	0	False	252	0.0	
_6723_1_c	SRM	c	0	False	252	0.0	
_6647_1_c	SOD1	c	0	False	252	0.0	
_6647_1_x	SOD1	x	0	False	252	0.0	
_6697_1_c	SPR	c	0	False	252	0.0	
_6713_1_r	SQLE	r	0	False	252	0.0	
_2222_1_r	FDFT1	r	0	False	252	0.0	
_6715_1_r	SRD5A1	r	0	False	252	0.0	
_6716_1_r	SRD5A2	r	0	False	252	0.0	
_15_1_c	AANAT	c	0	False	252	0.0	
_11185_1_c	INMT	c	0	False	252	0.0	
_6532_1_c	SLC6A4	c	0	False	252	0.0	
_10402_1_g	ST3GAL6	g	0	False	252	0.0	
_10610_1_g	ST6GALNAC2	g	0	False	252	0.0	
_256435_1_g	ST6GALNAC3	g	0	False	252	0.0	
_30815_1_g	ST6GALNAC6	g	0	False	252	0.0	
_81849_1_g	ST6GALNAC5	g	0	False	252	0.0	
_6489_1_g	ST8SIA1	g	0	False	252	0.0	
_29906_1_g	ST8SIA5	g	0	False	252	0.0	
_412_1_c	STS	c	0	False	252	0.0	
_412_1_r	STS	r	0	False	252	0.0	
_6389_1_m_6390_1_m_6391_1_m_6392_1_m	SDHA:SDHB:SDHC:SDHD	m	0	False	297	0.0	
_6888_1_c	TALDO1	c	0	False	252	0.0	
_6533_1_c	SLC6A6	c	0	False	252	0.0	
_23483_1_c	TGDS	c	0	False	252	0.0	
_5092_1_c	PCBD1	c	0	False	252	0.0	
_5092_2_c	PCBD1	c	0	False	252	0.0	
_23530_2_c	NNT	c	0	False	252	0.0	
_23530_1_c	NNT	c	0	False	252	0.0	
_10560_1_c	SLC19A2	c	0	False	252	0.0	
_79178_1_c	THTPA	c	0	False	252	0.0	
_79896_1_c	THNSL1	c	0	False	252	0.0	
_6567_1_c	SLC16A2	c	0	False	252	0.0	
_7086_1_c	TKT	c	0	False	252	0.0	
_84076_1_c	TKTL2	c	0	False	252	0.0	
_8277_1_c	TKTL1	c	0	False	252	0.0	
_27010_1_c	TPK1	c	0	False	252	0.0	
_1890_1_c	TYMP	c	0	False	252	0.0	
_7298_1_c	TYMS	c	0	False	252	0.0	
_55217_1_c	TMLHE	c	0	False	252	0.0	
_7167_1_c	TPI1	c	0	False	252	0.0	
_286016_1_c	TPI1P2	c	0	False	252	0.0	
_7296_3_c	TXNRD1	c	0	False	252	0.0	
_7296_1_c	TXNRD1	c	0	False	252	0.0	
_7296_4_c	TXNRD1	c	0	False	252	0.0	
_7296_2_c	TXNRD1	c	0	False	252	0.0	
_7166_1_c	TPH1	c	0	False	252	0.0	
_121278_1_c	TPH2	c	0	False	252	0.0	
_6999_1_c	TDO2	c	0	False	252	0.0	
_6916_1_r	TBXAS1	r	0	False	252	0.0	
_7054_1_c	TH	c	0	False	252	0.0	
_7054_3_c	TH	c	0	False	252	0.0	
_7054_2_c	TH	c	0	False	252	0.0	
_7306_1_c	TYRP1	c	0	False	252	0.0	
_2582_1_c	GALE	c	0	False	252	0.0	
_2582_2_c	GALE	c	0	False	252	0.0	
_6675_1_c	UAP1	c	0	False	252	0.0	
_91373_1_c	UAP1L1	c	0	False	252	0.0	
_29880_1_c	ALG5	c	0	False	252	0.0	
_7355_1_c	SLC35A2	c	0	False	252	0.0	
_7358_1_c	UGDH	c	0	False	252	0.0	
_23169_1_c	SLC35D1	c	0	False	252	0.0	
_23443_1_c	SLC35A3	c	0	False	252	0.0	
_84912_1_c	SLC35B4	c	0	False	252	0.0	
_11046_1_c	SLC35D2	c	0	False	252	0.0	
_5169_1_c	ENPP3	c	0	False	252	0.0	
_5168_1_c	ENPP2	c	0	False	252	0.0	
_54576_1_r	UGT1A8	r	0	False	252	0.0	
_54575_1_r	UGT1A10	r	0	False	252	0.0	
_7364_1_r	UGT2B7	r	0	False	252	0.0	
_54490_1_r	UGT2B28	r	0	False	252	0.0	
_7367_1_r	UGT2B17	r	0	False	252	0.0	
_7363_1_r	UGT2B4	r	0	False	252	0.0	
_7390_1_c	UROS	c	0	False	252	0.0	
_7389_1_c	UROD	c	0	False	252	0.0	
_131669_1_c	UROC1	c	0	False	252	0.0	
_6563_1_c	SLC14A1	c	0	False	252	0.0	
_8170_1_c	SLC14A2	c	0	False	252	0.0	
_11001_1_x	SLC27A2	x	0	False	252	0.0	
_11001_1_r	SLC27A2	r	0	False	252	0.0	
_7498_1_x	XDH	x	0	False	252	0.0	
_9942_1_c	XYLB	c	0	False	252	0.0	
_64131_1_r	XYLT1	r	0	False	252	0.0	
_64132_1_r	XYLT2	r	0	False	252	0.0	
_51181_1_c	DCXR	c	0	False	252	0.0	
_AI990637_1_x	_AI990637_1_x	x	0	False	252	0.0	
_64077_1_x	LHPP	x	0	False	252	0.0	
_5464_1_x	PPA1	x	0	False	252	0.0	
_27068_1_x	PPA2	x	0	False	252	0.0	
_847_1_c	CAT	c	0	False	252	0.0	
_AV717590_1_c	_AV717590_1_c	c	0	False	252	0.0	
_953_1_c	ENTPD1	c	0	False	252	0.0	
_956_1_c	ENTPD3	c	0	False	252	0.0	
_377841_1_c	ENTPD8	c	0	False	252	0.0	
_AA532636_1_c	_AA532636_1_c	c	0	False	252	0.0	
_51706_1_c	CYB5R1	c	0	False	252	0.0	
_1727_1_c	CYB5R3	c	0	False	252	0.0	
_285973_1_c	ATG9B	c	0	False	252	0.0	
_D29675_1_c	_D29675_1_c	c	0	False	252	0.0	
_NOS2A_1_c	_NOS2A_1_c	c	0	False	252	0.0	
_AV717590_1_m	_AV717590_1_m	m	0	False	252	0.0	
_953_1_m	ENTPD1	m	0	False	252	0.0	
_956_1_m	ENTPD3	m	0	False	252	0.0	
_377841_1_m	ENTPD8	m	0	False	252	0.0	
_80347_1_m	COASY	m	0	False	252	0.0	
_93034_1_e	NT5C1B	e	0	False	252	0.0	
_22978_1_e	NT5C2	e	0	False	252	0.0	
_51251_1_e	NT5C3	e	0	False	252	0.0	
_10993_1_m	SDS	m	0	False	252	0.0	
_55902_1_m	ACSS2	m	0	False	252	0.0	
_AI971036_1_m	_AI971036_1_m	m	0	False	252	0.0	
_3417_1_m	IDH1	m	0	False	252	0.0	
_AI971036_1_x	_AI971036_1_x	x	0	False	252	0.0	
_3418_1_x	IDH2	x	0	False	252	0.0	
_AI971036_1_c	_AI971036_1_c	c	0	False	252	0.0	
_3418_1_c	IDH2	c	0	False	252	0.0	
_56954_1_e	NIT2	e	0	False	252	0.0	
_84532_1_r	ACSS1	r	0	False	252	0.0	
_55902_1_r	ACSS2	r	0	False	252	0.0	
_LOC374569_1_e	_LOC374569_1_e	e	0	False	252	0.0	
_H77542_1_r	_H77542_1_r	r	0	False	252	0.0	
_5313_1_r	PKLR	r	0	False	252	0.0	
_5315_1_r	PKM2	r	0	False	252	0.0	
_3704_1_x	ITPA	x	0	False	252	0.0	
_2222_1_m	FDFT1	m	0	False	252	0.0	
_92483_1_m	LDHAL6B	m	0	False	252	0.0	
_3945_1_m	LDHB	m	0	False	252	0.0	
_3948_1_m	LDHC	m	0	False	252	0.0	
_AA081045_1_e	_AA081045_1_e	e	0	False	252	0.0	
_AI620219_1_e	_AI620219_1_e	e	0	False	252	0.0	
_220_1_e	ALDH1A3	e	0	False	252	0.0	
_219_1_e	ALDH1B1	e	0	False	252	0.0	
_217_1_e	ALDH2	e	0	False	252	0.0	
_218_1_e	ALDH3A1	e	0	False	252	0.0	
_224_1_e	ALDH3A2	e	0	False	252	0.0	
_221_1_e	ALDH3B1	e	0	False	252	0.0	
_222_1_e	ALDH3B2	e	0	False	252	0.0	
_501_1_e	ALDH7A1	e	0	False	252	0.0	
_223_1_e	ALDH9A1	e	0	False	252	0.0	
_AU149534_1_e	_AU149534_1_e	e	0	False	252	0.0	
_T83654_1_e	_T83654_1_e	e	0	False	252	0.0	
_U37519_1_e	_U37519_1_e	e	0	False	252	0.0	
_U37519_1_c	_U37519_1_c	c	0	False	252	0.0	
_7915_1_c	ALDH5A1	c	0	False	252	0.0	
_9856_1_c	DYLX2	c	0	False	252	0.0	
_755_1_c	C21orf2	c	0	False	252	0.0	
_4139_1_c	MARK1	c	0	False	252	0.0	
_6576_1_m	SLC25A1	m	0	False	252	0.0	
_AI640625_1_c	_AI640625_1_c	c	0	False	252	0.0	
_84532_1_c	ACSS1	c	0	False	252	0.0	
_79611_1_c	ACSS3	c	0	False	252	0.0	
_84532_1_e	ACSS1	e	0	False	252	0.0	
_55902_1_e	ACSS2	e	0	False	252	0.0	
_79611_1_e	ACSS3	e	0	False	252	0.0	
_1719_1_m	DHFR	m	0	False	252	0.0	
_2592_1_r	GALT	r	0	False	252	0.0	
_125061_1_c	AFMID	c	0	False	252	0.0	
_53_1_c	ACP2	c	0	False	252	0.0	
_54_1_c	ACP5	c	0	False	252	0.0	
_51205_1_c	ACP6	c	0	False	252	0.0	
_55_1_c	ACPP	c	0	False	252	0.0	
_AI191472_1_c	_AI191472_1_c	c	0	False	252	0.0	
_6576_1_x	SLC25A1	x	0	False	252	0.0	
_26_1_m	ABP1	m	0	False	252	0.0	
_30_1_r	ACAA1	r	0	False	252	0.0	
_10449_1_r	ACAA2	r	0	False	252	0.0	
_38_1_r	ACAT1	r	0	False	252	0.0	
_39_1_r	ACAT2	r	0	False	252	0.0	
_3032_1_r	HADHB	r	0	False	252	0.0	
_4645_1_r	MYO5B	r	0	False	252	0.0	
_4524_1_c	MTHFR	c	0	False	252	0.0	
_AA664770_1_m	_AA664770_1_m	m	0	False	252	0.0	
_AI684467_1_m	_AI684467_1_m	m	0	False	252	0.0	
_8833_1_m	GMPS	m	0	False	252	0.0	
_10965_1_c	ACOT2	c	0	False	252	0.0	
_122970_1_c	ACOT4	c	0	False	252	0.0	
_570_1_c	BAAT	c	0	False	252	0.0	
_AA526438_1_m	_AA526438_1_m	m	0	False	252	0.0	
_H17063_1_m	_H17063_1_m	m	0	False	252	0.0	
_51102_1_m	MECR	m	0	False	252	0.0	
_55825_1_m	PECR	m	0	False	252	0.0	
_27034_1_c	ACAD8	c	0	False	252	0.0	
_28976_1_c	ACAD9	c	0	False	252	0.0	
_33_1_c	ACADL	c	0	False	252	0.0	
_34_1_c	ACADM	c	0	False	252	0.0	
_37_1_c	ACADVL	c	0	False	252	0.0	
_51_1_c	ACOX1	c	0	False	252	0.0	
_8310_1_c	ACOX3	c	0	False	252	0.0	
_AI285872_1_c	_AI285872_1_c	c	0	False	252	0.0	
_AA788780_1_c	_AA788780_1_c	c	0	False	252	0.0	
_AA977580_1_c	_AA977580_1_c	c	0	False	252	0.0	
_23305_1_c	ACSL6	c	0	False	252	0.0	
_AI694761_1_c	_AI694761_1_c	c	0	False	252	0.0	
_AI915649_1_c	_AI915649_1_c	c	0	False	252	0.0	
_AL525798_1_c	_AL525798_1_c	c	0	False	252	0.0	
_AV727634_1_c	_AV727634_1_c	c	0	False	252	0.0	
_728637_1_c	_728637_1_c	c	0	False	252	0.0	
_LOC728997_1_c	_LOC728997_1_c	c	0	False	252	0.0	
_AA278423_1_c	_AA278423_1_c	c	0	False	252	0.0	
_50_1_c	ACO2	c	0	False	252	0.0	
_R39999_1_c	_R39999_1_c	c	0	False	252	0.0	
_5009_1_c	OTC	c	0	False	252	0.0	
_1718_1_m	DHCR24	m	0	False	252	0.0	
_AI493054_1_c	_AI493054_1_c	c	0	False	252	0.0	
_132158_1_c	GLYCTK	c	0	False	252	0.0	
_1633_1_m	DCK	m	0	False	252	0.0	
_5160_1_c	PDHA1	c	0	False	252	0.0	
_5161_1_c	PDHA2	c	0	False	252	0.0	
_5162_1_c	PDHB	c	0	False	252	0.0	
_4967_1_c	OGDH	c	0	False	252	0.0	
_55753_1_c	OGDHL	c	0	False	252	0.0	
_594_1_c	BCKDHB	c	0	False	252	0.0	
_641649_1_c	TMEM91	c	0	False	252	0.0	
_AI934540_1_c	_AI934540_1_c	c	0	False	252	0.0	
_W74642_1_c	_W74642_1_c	c	0	False	252	0.0	
_6476_1_c	SI	c	0	False	252	0.0	
_AA081045_1_m	_AA081045_1_m	m	0	False	252	0.0	
_AI620219_1_m	_AI620219_1_m	m	0	False	252	0.0	
_224_1_m	ALDH3A2	m	0	False	252	0.0	
_501_1_m	ALDH7A1	m	0	False	252	0.0	
_223_1_m	ALDH9A1	m	0	False	252	0.0	
_AU149534_1_m	_AU149534_1_m	m	0	False	252	0.0	
_T83654_1_m	_T83654_1_m	m	0	False	252	0.0	
_7498_1_m	XDH	m	0	False	252	0.0	
_6697_1_m	SPR	m	0	False	252	0.0	
_755_1_r	C21orf2	r	0	False	252	0.0	
_4139_1_r	MARK1	r	0	False	252	0.0	
_5211_1_r	PFKL	r	0	False	252	0.0	
_5213_1_r	PFKM	r	0	False	252	0.0	
_5214_1_r	PFKP	r	0	False	252	0.0	
_AI971036_1_r	_AI971036_1_r	r	0	False	252	0.0	
_3417_1_r	IDH1	r	0	False	252	0.0	
_3418_1_r	IDH2	r	0	False	252	0.0	
_AA278423_1_m	_AA278423_1_m	m	0	False	252	0.0	
_48_1_m	ACO1	m	0	False	252	0.0	
_AA614647_1_c	_AA614647_1_c	c	0	False	252	0.0	
_1376_1_c	CPT2	c	0	False	252	0.0	
_4967_1_e	OGDH	e	0	False	252	0.0	
_55753_1_e	OGDHL	e	0	False	252	0.0	
_1716_1_c	DGUOK	c	0	False	252	0.0	
_NM_001929_1_c	_NM_001929_1_c	c	0	False	252	0.0	
_3158_1_c	HMGCS2	c	0	False	252	0.0	
_BE966236_1_c	_BE966236_1_c	c	0	False	252	0.0	
_50484_1_c	RRM2B	c	0	False	252	0.0	
_BE966236_1_m	_BE966236_1_m	m	0	False	252	0.0	
_6240_1_m	RRM1	m	0	False	252	0.0	
_6241_1_m	RRM2	m	0	False	252	0.0	
_50484_1_m	RRM2B	m	0	False	252	0.0	
_3156_1_c	HMGCR	c	0	False	252	0.0	
_7498_1_c	XDH	c	0	False	252	0.0	
_AV727381_1_m	_AV727381_1_m	m	0	False	252	0.0	
_H94367_1_m	_H94367_1_m	m	0	False	252	0.0	
_AF080579_1_c	_AF080579_1_c	c	0	False	252	0.0	
_AI348006_1_c	_AI348006_1_c	c	0	False	252	0.0	
_6389_1_c	SDHA	c	0	False	252	0.0	
_6390_1_c	SDHB	c	0	False	252	0.0	
_6391_1_c	SDHC	c	0	False	252	0.0	
_6392_1_c	SDHD	c	0	False	252	0.0	
_642502_1_c	_642502_1_c	c	0	False	252	0.0	
_AF116616_1_m	_AF116616_1_m	m	0	False	252	0.0	
_PRO1933_1_m	_PRO1933_1_m	m	0	False	252	0.0	
_6319_1_m	SCD	m	0	False	252	0.0	
_79966_1_m	SCD5	m	0	False	252	0.0	
_275_1_c	AMT	c	0	False	252	0.0	
_AA021081_1_r	_AA021081_1_r	r	0	False	252	0.0	
_AI440329_1_r	_AI440329_1_r	r	0	False	252	0.0	
_R06874_1_r	_R06874_1_r	r	0	False	252	0.0	
_83549_1_r	UCK1	r	0	False	252	0.0	
_7371_1_r	UCK2	r	0	False	252	0.0	
_54963_1_r	UCKL1	r	0	False	252	0.0	
_8879_1_c	SGPL1	c	0	False	252	0.0	
_AD000092_1_c	_AD000092_1_c	c	0	False	252	0.0	
_2639_1_c	GCDH	c	0	False	252	0.0	
_220_1_m	ALDH1A3	m	0	False	252	0.0	
_218_1_m	ALDH3A1	m	0	False	252	0.0	
_221_1_m	ALDH3B1	m	0	False	252	0.0	
_222_1_m	ALDH3B2	m	0	False	252	0.0	
_U37519_1_m	_U37519_1_m	m	0	False	252	0.0	
_AW299740_1_m	_AW299740_1_m	m	0	False	252	0.0	
_J03866_1_m	_J03866_1_m	m	0	False	252	0.0	
_1629_1_c	DBT	c	0	False	252	0.0	
_10998_1_m	SLC27A5	m	0	False	252	0.0	
_AI924226_1_c	_AI924226_1_c	c	0	False	252	0.0	
_100128062_1_c	_100128062_1_c	c	0	False	252	0.0	
_AI926493_1_c	_AI926493_1_c	c	0	False	252	0.0	
_83594_1_c	NUDT12	c	0	False	252	0.0	
_AI926493_1_m	_AI926493_1_m	m	0	False	252	0.0	
_5167_1_m	ENPP1	m	0	False	252	0.0	
_5169_1_m	ENPP3	m	0	False	252	0.0	
_4357_1_m	MPST	m	0	False	252	0.0	
_755_1_e	C21orf2	e	0	False	252	0.0	
_4139_1_e	MARK1	e	0	False	252	0.0	
_5211_1_e	PFKL	e	0	False	252	0.0	
_5213_1_e	PFKM	e	0	False	252	0.0	
_5214_1_e	PFKP	e	0	False	252	0.0	
_5831_1_c	PYCR1	c	0	False	252	0.0	
_10637_1_m	LEFTY1	m	0	False	252	0.0	
_29920_1_m	PYCR2	m	0	False	252	0.0	
_65263_1_m	PYCRL	m	0	False	252	0.0	
_2717_1_c	GLA	c	0	False	252	0.0	
_6173_1_c	RPL36A	c	0	False	252	0.0	
_570_1_r	BAAT	r	0	False	252	0.0	
_AA526438_1_c	_AA526438_1_c	c	0	False	252	0.0	
_H17063_1_c	_H17063_1_c	c	0	False	252	0.0	
_51102_1_c	MECR	c	0	False	252	0.0	
_55825_1_c	PECR	c	0	False	252	0.0	
_30_1_c	ACAA1	c	0	False	252	0.0	
_10449_1_c	ACAA2	c	0	False	252	0.0	
_3032_1_c	HADHB	c	0	False	252	0.0	
_AI373818_1_c	_AI373818_1_c	c	0	False	252	0.0	
_54677_1_c	CROT	c	0	False	252	0.0	
_30_1_m	ACAA1	m	0	False	252	0.0	
_10449_1_m	ACAA2	m	0	False	252	0.0	
_4645_1_m	MYO5B	m	0	False	252	0.0	
_AI222095_1_m	_AI222095_1_m	m	0	False	252	0.0	
_AI697028_1_m	_AI697028_1_m	m	0	False	252	0.0	
_D87002_1_m	_D87002_1_m	m	0	False	252	0.0	
_2678_1_m	GGT1	m	0	False	252	0.0	
_728441_1_m	GGT2	m	0	False	252	0.0	
_2687_1_m	GGT5	m	0	False	252	0.0	
_2686_1_m	GGT7	m	0	False	252	0.0	
_728226_1_m	_728226_1_m	m	0	False	252	0.0	
_NM_013421_1_m	_NM_013421_1_m	m	0	False	252	0.0	
_AI222095_1_c	_AI222095_1_c	c	0	False	252	0.0	
_AI697028_1_c	_AI697028_1_c	c	0	False	252	0.0	
_D87002_1_c	_D87002_1_c	c	0	False	252	0.0	
_728441_1_c	GGT2	c	0	False	252	0.0	
_2687_1_c	GGT5	c	0	False	252	0.0	
_2686_1_c	GGT7	c	0	False	252	0.0	
_728226_1_c	_728226_1_c	c	0	False	252	0.0	
_NM_013421_1_c	_NM_013421_1_c	c	0	False	252	0.0	
_10005_1_c	ACOT8	c	0	False	252	0.0	
_34_1_x	ACADM	x	0	False	252	0.0	
_1892_1_c	ECHS1	c	0	False	252	0.0	
_1962_1_c	EHHADH	c	0	False	252	0.0	
_3030_1_c	HADHA	c	0	False	252	0.0	
_1892_1_n	ECHS1	n	0	False	252	0.0	
_1962_1_n	EHHADH	n	0	False	252	0.0	
_3030_1_n	HADHA	n	0	False	252	0.0	
_AI435857_1_x	_AI435857_1_x	x	0	False	252	0.0	
_79717_1_x	PPCS	x	0	False	252	0.0	
_80270_1_m	HSD3B7	m	0	False	252	0.0	
_6697_1_x	SPR	x	0	False	252	0.0	
_5805_1_m	PTS	m	0	False	252	0.0	
_2194_1_x	FASN	x	0	False	252	0.0	
_AI924226_1_m	_AI924226_1_m	m	0	False	252	0.0	
_53354_1_m	PANK1	m	0	False	252	0.0	
_80025_1_m	PANK2	m	0	False	252	0.0	
_79646_1_m	PANK3	m	0	False	252	0.0	
_55229_1_m	PANK4	m	0	False	252	0.0	
_100128062_1_m	_100128062_1_m	m	0	False	252	0.0	
_2194_1_m	FASN	m	0	False	252	0.0	
_37_1_m	ACADVL	m	0	False	252	0.0	
_248_1_m	ALPI	m	0	False	252	0.0	
_249_1_m	ALPL	m	0	False	252	0.0	
_250_1_m	ALPP	m	0	False	252	0.0	
_251_1_m	ALPPL2	m	0	False	252	0.0	
_AA177072_1_c	_AA177072_1_c	c	0	False	252	0.0	
_54995_1_c	OXSM	c	0	False	252	0.0	
_3033_1_c	HADH	c	0	False	252	0.0	
_3028_1_c	HSD17B10	c	0	False	252	0.0	
_3295_1_c	HSD17B4	c	0	False	252	0.0	
_3033_1_n	HADH	n	0	False	252	0.0	
_3028_1_n	HSD17B10	n	0	False	252	0.0	
_3295_1_n	HSD17B4	n	0	False	252	0.0	
_1962_1_m	EHHADH	m	0	False	252	0.0	
_1962_1_r	EHHADH	r	0	False	252	0.0	
_3030_1_r	HADHA	r	0	False	252	0.0	
_1892_1_r	ECHS1	r	0	False	252	0.0	
_2720_1_c	GLB1	c	0	False	252	0.0	
_AI291895_1_c	_AI291895_1_c	c	0	False	252	0.0	
_M68895_1_c	_M68895_1_c	c	0	False	252	0.0	
_X63359_1_c	_X63359_1_c	c	0	False	252	0.0	
_1593_1_c	CYP27A1	c	0	False	252	0.0	
_3295_1_m	HSD17B4	m	0	False	252	0.0	
_7108_1_c	TM7SF2	c	0	False	252	0.0	
_1595_1_c	CYP51A1	c	0	False	252	0.0	
_83530_1_c	_83530_1_c	c	0	False	252	0.0	
_1718_1_c	DHCR24	c	0	False	252	0.0	
_AA419122_1_c	_AA419122_1_c	c	0	False	252	0.0	
_AA576959_1_c	_AA576959_1_c	c	0	False	252	0.0	
_64077_1_c	LHPP	c	0	False	252	0.0	
_8776_1_c	MTMR1	c	0	False	252	0.0	
_8898_1_c	MTMR2	c	0	False	252	0.0	
_9107_1_c	MTMR6	c	0	False	252	0.0	
_29085_1_c	PHPT1	c	0	False	252	0.0	
_81537_1_c	SGPP1	c	0	False	252	0.0	
_130367_1_c	SGPP2	c	0	False	252	0.0	
_23517_1_c	SKIV2L2	c	0	False	252	0.0	
_51095_1_c	TRNT1	c	0	False	252	0.0	
_AA203143_1_c	_AA203143_1_c	c	0	False	252	0.0	
_AGPAT7_1_c	_AGPAT7_1_c	c	0	False	252	0.0	
_AI818585_1_c	_AI818585_1_c	c	0	False	252	0.0	
_AI971023_1_c	_AI971023_1_c	c	0	False	252	0.0	
_1956_1_c	EGFR	c	0	False	252	0.0	
_54898_1_c	ELOVL2	c	0	False	252	0.0	
_60481_1_c	ELOVL5	c	0	False	252	0.0	
_79071_1_c	ELOVL6	c	0	False	252	0.0	
_114799_1_c	ESCO1	c	0	False	252	0.0	
_157570_1_c	ESCO2	c	0	False	252	0.0	
_8372_1_c	HYAL3	c	0	False	252	0.0	
_LOC647190_1_c	_LOC647190_1_c	c	0	False	252	0.0	
_9926_1_c	LPGAT1	c	0	False	252	0.0	
_129642_1_c	MBOAT2	c	0	False	252	0.0	
_MBOAT5_1_c	_MBOAT5_1_c	c	0	False	252	0.0	
_79143_1_c	MBOAT7	c	0	False	252	0.0	
_N63787_1_c	_N63787_1_c	c	0	False	252	0.0	
_80339_1_c	PNPLA3	c	0	False	252	0.0	
_6901_1_c	TAZ	c	0	False	252	0.0	
_W87865_1_c	_W87865_1_c	c	0	False	252	0.0	
_9200_1_c	PTPLA	c	0	False	252	0.0	
_201562_1_c	PTPLB	c	0	False	252	0.0	
_128_1_m	ADH5	m	0	False	252	0.0	
_AI291895_1_m	_AI291895_1_m	m	0	False	252	0.0	
_AI024818_1_c	_AI024818_1_c	c	0	False	252	0.0	
_AI091231_1_c	_AI091231_1_c	c	0	False	252	0.0	
_AI480132_1_c	_AI480132_1_c	c	0	False	252	0.0	
_AI972237_1_c	_AI972237_1_c	c	0	False	252	0.0	
_AL050025_1_c	_AL050025_1_c	c	0	False	252	0.0	
_763_1_c	CA5A	c	0	False	252	0.0	
_11238_1_c	CA5B	c	0	False	252	0.0	
_765_1_c	CA6	c	0	False	252	0.0	
_767_1_c	CA8	c	0	False	252	0.0	
_8883_1_c	NAE1	c	0	False	252	0.0	
_R51273_1_c	_R51273_1_c	c	0	False	252	0.0	
