!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Reaction" TableName="Reaction"								
!Reaction	!Name	!ReactionFormula	!Location	!Regulator	!KineticLaw	!SBOTerm	!IsReversible	!Identifiers:obo.eco
R_FAOXC161C161OHm	production of 3-hydroxyhexadecenoylcoA	M_h2o_m + M_fad_m + M_hdcoa_m <=> M_fadh2_m + M_3hdeccoa_m		_3030_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC162C142m	fatty acid beta oxidation(C16:2-->C14:2)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_hexddcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_tetdecdicoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC162C162OHm	fatty acid beta oxidation(C16:2-->C16:2OH)m	M_h2o_m + M_fad_m + M_thexddcoa_m <=> M_fadh2_m + M_3thexddcoa_m		_3030_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC163C142x	fatty acid beta oxidation(C16:3-->C14:2)x	M_nad_x + M_coa_x + M_h2o_x + M_2hexdtricoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_tetdecdicoa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_FAOXC163C143m	fatty acid beta oxidation(C16:3-->C14:3)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_hexdtrcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_5tedtricoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC163C164Gm	fatty acid beta oxidation(C16:3-->C16:4)gm	M_fad_m + M_4hexdtricoa_m <=> M_fadh2_m + M_hexdectecoa_m		_37_1_m	FLUX_VALUE	176	False	
R_FAOXC163C164x	fatty acid beta oxidation(C16:3-->C16:4)x	M_o2_x + M_4hexdtricoa_x <=> M_h2o2_x + M_hexdectecoa_x		_51_1_x	FLUX_VALUE	176	False	
R_FAOXC163GC142m	fatty acid beta oxidation(C16:3-->C14:2)gm	M_h2o_m + M_coa_m + M_nad_m + M_2hexdtricoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_tetdecdicoa_m		_3030_1_m_3032_1_m	FLUX_VALUE	176	False	
R_FAOXC163Gm	isomerization(C16:3)gm	M_3hexdtricoa_m <=> M_2hexdtricoa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC163x	isomerization(C16:3)x	M_3hexdtricoa_x <=> M_2hexdtricoa_x		_1962_1_x|_10455_1_x	FLUX_VALUE	176	False	
R_FAOXC164C143m	fatty acid beta oxidation(C16:4-->C14:3)m	M_h2o_m + M_coa_m + M_nad_m + M_2hexdtetcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_5tedtricoa_m		_3030_1_m_3032_1_m	FLUX_VALUE	176	False	
R_FAOXC164C143x	fatty acid beta oxidation(C16:4-->C14:3)x	M_nad_x + M_coa_x + M_h2o_x + M_2hexdtetcoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_5tedtricoa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_FAOXC164C163x	fatty acid beta oxidation(C16:4-->C16:3)x	M_h_x + M_nadph_x + M_hexdectecoa_x <=> M_nadp_x + M_3hexdtricoa_x		_26063_1_x	FLUX_VALUE	176	False	
R_FAOXC164C165m	fatty acid beta oxidation(C16:4-->C16:5)m	M_fad_m + M_4hexdtetcoa_m <=> M_fadh2_m + M_hedepecoa_m		_37_1_m	FLUX_VALUE	176	False	
R_FAOXC164C165x	fatty acid beta oxidation(C16:4-->C16:5)x	M_o2_x + M_4hexdtetcoa_x <=> M_h2o2_x + M_hexdpencoa_x		_51_1_x	FLUX_VALUE	176	False	
R_FAOXC164GC163m	fatty acid beta oxidation(C16:4-->C16:3)gm	M_h_m + M_nadph_m + M_hexdectecoa_m <=> M_nadp_m + M_3hexdtricoa_m		_1666_1_m	FLUX_VALUE	176	False	
R_FAOXC164m	isomerization(C16:4)m	M_3hexdtetcoa_m <=> M_2hexdtetcoa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC164x	isomerization(C16:4)x	M_3hexdtetcoa_x <=> M_2hexdtetcoa_x		_1962_1_x|_10455_1_x	FLUX_VALUE	176	False	
R_FAOXC165C164m	fatty acid beta oxidation (C16:5-->C16:4)m	M_h_m + M_nadph_m + M_hedepecoa_m <=> M_nadp_m + M_3hexdtetcoa_m		_1666_1_m	FLUX_VALUE	176	False	
R_FAOXC165C164x	fatty acid beta oxidation(C16:5-->C16:4)x	M_h_x + M_nadph_x + M_hexdpencoa_x <=> M_nadp_x + M_3hexdtetcoa_x		_26063_1_x	FLUX_VALUE	176	False	
R_FAOXC16BRx	fatty acid activation(C16br)x	M_coa_x + M_atp_x + M_phyt_x <=> M_amp_x + M_ppi_x + M_phytcoa_x		_11001_1_x	FLUX_VALUE	176	False	
R_FAOXC16C14m	fatty acid beta oxidation(C16-->C14)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_pmtcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_tdcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC16C14x	fatty acid beta oxidation(C16-->C14)x	M_nad_x + M_coa_x + M_pmtcoa_x + M_o2_x + M_h2o_x <=> M_h_x + M_nadh_x + M_accoa_x + M_tdcoa_x + M_h2o2_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC16C16OHm	fatty acid beta oxidation(C16-->C16OH)m	M_h2o_m + M_fad_m + M_pmtcoa_m <=> M_fadh2_m + M_3hexdcoa_m		_3030_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC16DCC14DCx	fatty acid beta oxidation(C16DC-->C14DC)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_hexdicoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_c14dccoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC16DCr	fatty acid activation(C16DC)er	M_atp_r + M_coa_r + M_hexdiac_r <=> M_amp_r + M_ppi_r + M_hexdicoa_r		_51703_1_r	FLUX_VALUE	176	False	
R_FAOXC16OHC16r	fatty acid omega oxidation(C16-->w-OHC16)er	M_o2_r + M_nadph_r + M_hdca_r <=> M_h2o_r + M_nadp_r + M_omhpal_r		_4051_1_r_8529_1_r	FLUX_VALUE	176	False	
R_FAOXC17C15m	fatty acid beta oxidation(C17-->C15)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_hpdcacoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_ptdcacoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC181C161m	fatty acid beta oxidation(C18:1-->C16:1)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_octd11ecoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_hdcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC181C161x	fatty acid beta xoidation(C18:1-->C16:1)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_ocde9ecoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_hexde7coa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC181C181OHm	fatty acid beta oxidation(C18:1-->C18:1OH)m	M_h2o_m + M_fad_m + M_octdececoa_m <=> M_fadh2_m + M_3octdece1coa_m		_3030_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC182C162m	fatty acid beta oxidation(C18:2-->C16:2)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_lnlccoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_hexddcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC182C182OHm	fatty acid beta oxidation(C18:2-->C18:2OH)m	M_h2o_m + M_fad_m + M_lnlccoa_m <=> M_fadh2_m + M_3ocddcoa_m		_3030_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC183C163Gm	fatty acid beta oxidation(C18:3-->C16:3)gm	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_lnlncgcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_4hexdtricoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC183C163m	fatty acid beta oxidation(C18:3-->C16:3)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_lnlncacoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_hexdtrcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC184C163m	fatty acid beta oxidation (C18:4-->C16:3)m	M_h2o_m + M_coa_m + M_nad_m + M_2octdectecoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_4hexdtricoa_m		_3030_1_m_3032_1_m	FLUX_VALUE	176	False	
R_FAOXC184C163x	fatty acid beta oxidation(C18:4-->C16:3)x	M_nad_x + M_coa_x + M_h2o_x + M_2octdectecoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_4hexdtricoa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_FAOXC184C164m	fatty acid beta oxidation(C18:4-->C16:4)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_strdnccoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_4hexdtetcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC184C164x	fatty acid beta oxidation(C18:4-->C16:4)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_strdnccoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_4hexdtetcoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC184m	isomerization of (C18:4)m	M_3octdectecoa_m <=> M_2octdectecoa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC184x	isomerization(C18:4)x	M_3octdectecoa_x <=> M_2octdectecoa_x		_1962_1_x|_10455_1_x	FLUX_VALUE	176	False	
R_FAOXC185C164m	fatty acid beta oxidation(C18:5-->C16:4)m	M_h2o_m + M_coa_m + M_nad_m + M_2octpencoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_4hexdtetcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC185m	isomerization(C18:5)m	M_3octpencoa_m <=> M_2octpencoa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC18C18OHm	fatty acid beta oxidation(C18-->C18OH)m	M_h2o_m + M_fad_m + M_stcoa_m <=> M_fadh2_m + M_3hodcoa_m		_3030_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC201C181x	fatty acid beta xoidation(C20:1-->C18:1)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_ei11ecoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_ocde9ecoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC204C184m	fatty acid beta oxidation(C20:4-->C18:4)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_eitetcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_3octdectecoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC204C205x	fatty acid beta oxidation(C20:4-->C20:5)x	M_o2_x + M_eitetcoa_x <=> M_h2o2_x + M_eipencoa_x		_51_1_x	FLUX_VALUE	176	False	
R_FAOXC205C184x	fatty acid beta oxidation(C20:5-->C18:4)x	M_nad_x + M_coa_x + M_h2o_x + M_eipencoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_3octdectecoa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_FAOXC205C185m	fatty acid beta oxidation(C20:5-->C18:5)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_5eipencoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_3octpencoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC221C201x	fatty acid beta oxidation(C22:1-->C20:1)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_doco13ecoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_ei11ecoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC225C204m	fatty acid beta oxidation(C22:5-->C20:4)m	M_h2o_m + M_coa_m + M_nad_m + M_2docopencoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_eitetcoa_m		_3030_1_m_3032_1_m	FLUX_VALUE	176	False	
R_FAOXC225C204x	fatty acid beta oxidation(C22:5-->C20:4)x	M_nad_x + M_coa_x + M_h2o_x + M_2docopencoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_eitetcoa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_FAOXC225C226m	fatty acid beta oxidation(C22:5-->C22:6)m	M_fad_m + M_dcsptn1coa_m <=> M_fadh2_m + M_docohexcoa_m		_37_1_m	FLUX_VALUE	176	False	
R_FAOXC225C226x	fatty acid beta oxidation(C22:5-->C22:6)x	M_o2_x + M_dcsptn1coa_x <=> M_h2o2_x + M_docohexcoa_x		_51_1_x	FLUX_VALUE	176	False	
R_FAOXC225m	isomerization(C22:5)m	M_3docopencoa_m <=> M_2docopencoa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC225x	isomerization(C22:5)x	M_3docopencoa_x <=> M_2docopencoa_x		_1962_1_x|_10455_1_x	FLUX_VALUE	176	False	
R_FAOXC226C205m	fatty acid beta oxidation(C22:6-->C20:5)m	M_h2o_m + M_coa_m + M_nad_m + M_2docohexecoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_5eipencoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXC226C225m	fatty acid beta oxidation(C22:6-->C22:5)m	M_h_m + M_nadph_m + M_docohexcoa_m <=> M_nadp_m + M_3docopencoa_m		_1666_1_m	FLUX_VALUE	176	False	
R_FAOXC226C225x	fatty acid beta oxidation(C22:6-->C22:5)x	M_h_x + M_nadph_x + M_docohexcoa_x <=> M_nadp_x + M_3docopencoa_x		_26063_1_x	FLUX_VALUE	176	False	
R_FAOXC226C227m	fatty acid beta oxidation(C22:6-->C22:7)m	M_fad_m + M_c226coa_m <=> M_fadh2_m + M_docohepcoa_m		_37_1_m	FLUX_VALUE	176	False	
R_FAOXC226m	isomerization(C22:6)m	M_docosahexcoa_m <=> M_2docohexecoa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC227C226m	fatty acid beta oxidation(C22:7-->C22:6)m	M_h_m + M_nadph_m + M_docohepcoa_m <=> M_nadp_m + M_docosahexcoa_m		_1666_1_m	FLUX_VALUE	176	False	
R_FAOXC22C20x	fatty acid beta oxidation(C22-->C20)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_docoscoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_arachcoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC22C22DCHYr	fatty acid omega oxidation by hydroxylases(C22-->C22DC)er	3 M_o2_r + 2 M_h_r + 3 M_nadph_r + M_docosac_r <=> 4 M_h2o_r + 3 M_nadp_r + M_docosdiac_r		_4051_1_r_8529_1_r	FLUX_VALUE	176	False	
R_FAOXC22OHC22r	fatty acid omega oxidation(C22-->w-OHC22)er	M_o2_r + M_nadph_r + M_docosac_r <=> M_h2o_r + M_nadp_r + M_omhdocosac_r		_4051_1_r_8529_1_r	FLUX_VALUE	176	False	
R_FAOXC241C221x	fatty acid beta oxidation(C24:1-->C22:1)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_nrvnccoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_doco13ecoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC24C22x	Fatty acid beta oxidation(C24-->C22)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_lgnccoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_docoscoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC3DC	malonylcoa-->malonylcarnitine	M_malcoa_c + M_crn_c <=> M_coa_c + M_c3dc_c		_1374_1_c|_1375_1_c|_126129_1_c	FLUX_VALUE	176	True	
R_FAOXC4C2m	fatty acid beta oxidation(C4-->C2)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_btcoa_m <=> M_h_m + M_nadh_m + 2 M_accoa_m + M_fadh2_m		_10449_1_m_1892_1_m_3033_1_m_35_1_m	FLUX_VALUE	176	False	
R_FAOXC4C4DCc	succ-->C4DCc	M_crn_c + M_succoa_c <=> M_coa_c + M_c4dc_c		_1374_1_c|_1375_1_c|_126129_1_c	FLUX_VALUE	176	True	
R_FAOXC5C3x	fatty acid beta oxidation(C5-->C3)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_pentcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_ppcoa_m + M_fadh2_m		_10449_1_m_1892_1_m_3033_1_m_35_1_m	FLUX_VALUE	176	False	
R_FAOXC5C5DCc	production of glutaryl carnitine	M_h_c + M_crn_c + M_glutcoa_c <=> M_coa_c + M_c5dc_c		_1374_1_c|_1375_1_c|_126129_1_c	FLUX_VALUE	176	True	
R_FAOXC5C5OHm	fatty acid beta oxidation(C5-->C5OH)m	M_h2o_m + M_3mb2coa_m <=> M_3ivcoa_m			FLUX_VALUE	176	False	
R_FAOXC5OHc	(3-hydroxyisovalerylcoa-->3-hydroxyisovalerylcarnitine)c	M_crn_c + M_3ivcoa_c <=> M_coa_c + M_3ivcrn_c		_1374_1_c|_1375_1_c|_126129_1_c	FLUX_VALUE	176	True	
R_FAOXC61C4m	fatty acid beta oxidation(C6:1-->C4:0)m	M_h2o_m + M_coa_m + M_nad_m + M_hx2coa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_btcoa_m		_10449_1_m_1892_1_m_3033_1_m	FLUX_VALUE	176	False	
R_FAOXC61C4x	fatty acid beta oxidation(C6:1-->C4:0)x	M_nad_x + M_coa_x + M_h2o_x + M_hx2coa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_btcoa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_FAOXC61m	isomerization(C6:1)m	M_hexe3coa_m <=> M_hx2coa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXC61x	isomerization(C6:1)x	M_hexe3coa_x <=> M_hx2coa_x		_1962_1_x|_10455_1_x	FLUX_VALUE	176	False	
R_FAOXC6C4m	fatty acid beta oxidation(C6-->C4)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_hxcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_btcoa_m		_10449_1_m_1892_1_m_3033_1_m_34_1_m	FLUX_VALUE	176	False	
R_FAOXC6C4x	fatty acid beta oxidation(C6-->C4)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_hxcoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_btcoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC6DCC4DCx	fatty acid beta oxidation(C6DC-->C4DC)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_adpcoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_succoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC7C5m	fatty acid beta oxidation(C7-->C5)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_hepcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_pentcoa_m		_10449_1_m_1892_1_m_3033_1_m_34_1_m	FLUX_VALUE	176	False	
R_FAOXC81C61m	fatty acid beta oxidation(C8:1-->C6:1)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_octe5coa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_hexe3coa_m		_10449_1_m_1892_1_m_3033_1_m_34_1_m	FLUX_VALUE	176	False	
R_FAOXC81C61x	fatty acid beta oxidation(C8:1-->C6:1)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_octe5coa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_hexe3coa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC8C6m	fatty acid beta oxidation(C8-->C6)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_occoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_hxcoa_m		_10449_1_m_1892_1_m_3033_1_m_34_1_m	FLUX_VALUE	176	False	
R_FAOXC8C6x	fatty acid beta oxidation(C8-->C6)x	M_nad_x + M_coa_x + M_occoa_x + M_o2_x + M_h2o_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_hxcoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC8DCC6DCx	fatty acid beta oxidation(C8DC-->C6DC)x	M_nad_x + M_coa_x + M_o2_x + M_h2o_x + M_sbcoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_h2o2_x + M_adpcoa_x		_1962_1_x_30_1_x_3295_1_x_51_1_x	FLUX_VALUE	176	False	
R_FAOXC9BRC7BRm	fatty acid beta oxidation(C9br-->C7br)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_dmnoncoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_dmhepcoa_m			FLUX_VALUE	176	False	
R_FAOXC9C7m	fatty acid beta oxidation(C9-->C7)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_noncoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_hepcoa_m		_10449_1_m_1892_1_m_3033_1_m_34_1_m	FLUX_VALUE	176	False	
R_FAOXMC10OHMC10r	fatty acid omega oxidation(MC10-->w-OHMC10)er	M_o2_r + M_h_r + M_nadph_r + M_dca_r <=> M_h2o_r + M_nadp_r + M_omhdecacid_r		_4051_1_r_8529_1_r	FLUX_VALUE	176	False	
R_FAOXOHC16C16DCc	fatty acid omega oxidation(w-OHC16-->C16DC)c	M_h2o_c + 2 M_nad_c + M_omhpal_c <=> 2 M_h_c + 2 M_nadh_c + M_hexdiac_c		_128_1_c_224_1_c	FLUX_VALUE	176	False	
R_FAOXOHC22C22DCc	fatty acid omega oxidation(w-OHC22-->C22DC)c	M_h2o_c + 2 M_nad_c + M_omhdocosac_c <=> 2 M_h_c + 2 M_nadh_c + M_docosdiac_c		_128_1_c_224_1_c	FLUX_VALUE	176	False	
R_FAOXOHMC10DC10c	fatty acid omega oxidation(w-OHMC10-->DC10)c	M_h2o_c + 2 M_nad_c + M_omhdecacid_c <=> 3 M_h_c + 2 M_nadh_c + M_sebacid_c		_128_1_c_224_1_c	FLUX_VALUE	176	False	
R_FAOXTC101TC102m	fatty acid beta oxidation trans(C10:1-->C10:2)m	M_fad_m + M_tdec4ecoa_m <=> M_fadh2_m + M_ctdecdcoa_m		_34_1_m	FLUX_VALUE	176	False	
R_FAOXTC102C101m	fatty acid beta oxidation trans(C10:2-->C10:1)m	M_h_m + M_nadph_m + M_ctdecdcoa_m <=> M_nadp_m + M_dece3coa_m		_1666_1_m	FLUX_VALUE	176	False	
R_FAOXTC122TC101m	fatty acid beta oxidation trans(C12:2-->C10:1)m	M_h2o_m + M_coa_m + M_nad_m + M_tddedi2coa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_tdec4ecoa_m		_10449_1_m_1892_1_m_3033_1_m	FLUX_VALUE	176	False	
R_FAOXTC122m	isomerization trans(C12:2)m	M_tddedicoa_m <=> M_tddedi2coa_m		_1632_1_m	FLUX_VALUE	176	False	
R_FAOXTC142TC122m	fatty acid beta oxidation trans(C14:2-->C12:2)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_ttetddcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_tddedicoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXTC162TC142m	fatty acid beta oxidation trans(C16:2-->C14:2)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_thexddcoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_ttetddcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FAOXTC182TC162m	fatty acid beta oxidation trans(C18:2-->C16:2)m	M_h2o_m + M_coa_m + M_nad_m + M_fad_m + M_lneldccoa_m <=> M_h_m + M_nadh_m + M_accoa_m + M_fadh2_m + M_thexddcoa_m		_3030_1_m_3032_1_m_37_1_m	FLUX_VALUE	176	False	
R_FOAXC122C101x	fatty acid beta oxidation(C12:2-->C10:1)x	M_nad_x + M_coa_x + M_h2o_x + M_2ddecdicoa_x <=> M_h_x + M_nadh_x + M_accoa_x + M_dece4coa_x		_1962_1_x_30_1_x_3295_1_x	FLUX_VALUE	176	False	
R_GLUTCOAACBP	transport of glutaryl-CoA(5-) from mitochondria into cytosol	M_glutcoa_m <=> M_glutcoa_c		_1622_1_c	FLUX_VALUE	185	True	
R_HDCACBP	transport of (S)-3-Hydroxydecanoyl-CoA from mitochondria into the cytosol	M_3hdcoa_m <=> M_3hdcoa_c		_1622_1_c	FLUX_VALUE	185	True	
R_HDDACBP	transport of (S)-3-Hydroxydodecanoyl-CoA from mitochondria into the cytosol	M_3hddcoa_m <=> M_3hddcoa_c		_1622_1_c	FLUX_VALUE	185	True	
R_HDECAACBP	transport of 3-hydroxyhexadecanoylcoa from mitochondria into the cytosol	M_3hexdcoa_m <=> M_3hexdcoa_c		_1622_1_c	FLUX_VALUE	185	True	
R_HDECEACBP	transport of 3-hydroxyhexadecenoylcoa from mitochondria into the cytosol	M_3hdeccoa_m <=> M_3hdeccoa_c		_1622_1_c	FLUX_VALUE	185	True	
R_HEDCECRNe	transport of 3-hydroxyhexadecenoyl carnitine into extra cellular space	M_3hdececrn_c <=> M_3hdececrn_e			FLUX_VALUE	185	False	
R_HEXCOAACBP	transport of Hexanoyl-CoA (n-C6:0CoA) from mitochondria into cytosol	M_hxcoa_m <=> M_hxcoa_c		_1622_1_c	FLUX_VALUE	185	False	
R_HEXDCRNe	transport of 3-hydroxyhexadecanoyl carnitine into extra cellular space	M_3hexdcrn_c <=> M_3hexdcrn_e			FLUX_VALUE	185	False	
R_HEXDIACTD	transport of hexadecanedioc acid by diffusion	M_hexdiac_c <=> M_hexdiac_r			FLUX_VALUE	185	True	
R_HEXDICOAACBP	transport of hexadecanedioyl coa	M_hexdicoa_r <=> M_hexdicoa_c		_1622_1_c	FLUX_VALUE	185	True	
R_HEXDICOAACBPx	transport of hexadecanedioyl coa	M_hexdicoa_r <=> M_hexdicoa_x		_1622_1_c	FLUX_VALUE	185	False	
